nominal_coverage,alpha,PICP,MPIW,mean_interval_score,q_abs_residual,n_cal,n_test
0.9,0.1,0.8531384762817441,0.016607325954276178,0.0224828509659389,0.00869530439376831,4238,4174
0.95,0.05,0.9504072831816004,0.02074730866082159,0.024408286008100275,0.010892093181610107,4238,4174
